,date,store_nbr,transactions
44782,2015-08-08,1,1087
44833,2015-08-09,1,376
44884,2015-08-10,1,477
44935,2015-08-11,1,1802
44986,2015-08-12,1,1827
45037,2015-08-13,1,1499
45088,2015-08-14,1,1882
45139,2015-08-15,1,1379
45190,2015-08-16,1,456
45241,2015-08-17,1,1683
45292,2015-08-18,1,1811
45343,2015-08-19,1,1844
45394,2015-08-20,1,1752
45445,2015-08-21,1,1794
45497,2015-08-22,1,1209
45549,2015-08-23,1,427
45601,2015-08-24,1,1801
45653,2015-08-25,1,1749
45705,2015-08-26,1,1740
45757,2015-08-27,1,1679
45809,2015-08-28,1,1832
45861,2015-08-29,1,1253
45913,2015-08-30,1,472
45965,2015-08-31,1,1785
46017,2015-09-01,1,1769
46069,2015-09-02,1,1892
46121,2015-09-03,1,1744
46173,2015-09-04,1,1771
46225,2015-09-05,1,1265
46277,2015-09-06,1,521
46329,2015-09-07,1,1767
46381,2015-09-08,1,1773
46433,2015-09-09,1,1822
46485,2015-09-10,1,1670
46537,2015-09-11,1,1881
46589,2015-09-12,1,1264
46641,2015-09-13,1,459
46693,2015-09-14,1,1762
46745,2015-09-15,1,1631
46797,2015-09-16,1,1789
46849,2015-09-17,1,1672
46901,2015-09-18,1,1823
46953,2015-09-19,1,1349
47005,2015-09-20,1,494
47057,2015-09-21,1,1756
47109,2015-09-22,1,1770
47161,2015-09-23,1,1844
47213,2015-09-24,1,1747
47265,2015-09-25,1,1819
47317,2015-09-26,1,1297
47369,2015-09-27,1,541
47421,2015-09-28,1,1772
47473,2015-09-29,1,1733
47525,2015-09-30,1,1785
47577,2015-10-01,1,1646
47629,2015-10-02,1,1856
47681,2015-10-03,1,1346
47733,2015-10-04,1,534
47785,2015-10-05,1,1697
47837,2015-10-06,1,1749
47889,2015-10-07,1,1815
47941,2015-10-08,1,1732
47993,2015-10-09,1,570
48046,2015-10-10,1,1105
48099,2015-10-11,1,488
48152,2015-10-12,1,1730
48205,2015-10-13,1,1659
48258,2015-10-14,1,1746
48311,2015-10-15,1,1725
48364,2015-10-16,1,1873
48417,2015-10-17,1,1371
48470,2015-10-18,1,590
48523,2015-10-19,1,1798
48576,2015-10-20,1,1728
48629,2015-10-21,1,1853
48682,2015-10-22,1,1654
48735,2015-10-23,1,1805
48788,2015-10-24,1,1270
48841,2015-10-25,1,573
48894,2015-10-26,1,1741
48947,2015-10-27,1,1749
49000,2015-10-28,1,1784
49053,2015-10-29,1,1658
49106,2015-10-30,1,1871
49159,2015-10-31,1,1119
49212,2015-11-01,1,369
49265,2015-11-02,1,423
49318,2015-11-03,1,499
49371,2015-11-04,1,1846
49424,2015-11-05,1,1720
49477,2015-11-06,1,1765
49530,2015-11-07,1,1281
49583,2015-11-08,1,546
49636,2015-11-09,1,1744
49689,2015-11-10,1,1780
49742,2015-11-11,1,1872
49795,2015-11-12,1,1829
49848,2015-11-13,1,1789
49901,2015-11-14,1,1343
49954,2015-11-15,1,502
50007,2015-11-16,1,1787
50060,2015-11-17,1,1727
50113,2015-11-18,1,1825
50166,2015-11-19,1,1810
50219,2015-11-20,1,1817
50272,2015-11-21,1,1321
50325,2015-11-22,1,531
50378,2015-11-23,1,1858
50431,2015-11-24,1,1789
50484,2015-11-25,1,1805
50537,2015-11-26,1,1746
50590,2015-11-27,1,1862
50643,2015-11-28,1,1258
50696,2015-11-29,1,509
50749,2015-11-30,1,1943
50802,2015-12-01,1,1905
50855,2015-12-02,1,1994
50908,2015-12-03,1,1925
50961,2015-12-04,1,2083
51014,2015-12-05,1,1294
51067,2015-12-06,1,532
51120,2015-12-07,1,1945
51173,2015-12-08,1,1863
51226,2015-12-09,1,1988
51279,2015-12-10,1,1900
51332,2015-12-11,1,2035
51385,2015-12-12,1,1463
51438,2015-12-13,1,557
51491,2015-12-14,1,1995
51544,2015-12-15,1,2025
51597,2015-12-16,1,2241
51650,2015-12-17,1,2169
51703,2015-12-18,1,2252
51756,2015-12-19,1,1625
51809,2015-12-20,1,860
51862,2015-12-21,1,2364
51915,2015-12-22,1,2612
51968,2015-12-23,1,2833
52021,2015-12-24,1,2775
52074,2015-12-26,1,1149
52127,2015-12-27,1,395
52180,2015-12-28,1,1775
52233,2015-12-29,1,1761
52286,2015-12-30,1,2091
52339,2015-12-31,1,2025
52428,2016-01-04,1,10
52442,2016-01-05,1,1840
52495,2016-01-06,1,1996
52548,2016-01-07,1,1822
52601,2016-01-08,1,1823
52654,2016-01-09,1,1331
52707,2016-01-10,1,507
52760,2016-01-11,1,1767
52813,2016-01-12,1,1744
52866,2016-01-13,1,1729
52919,2016-01-14,1,1782
52972,2016-01-15,1,1872
53025,2016-01-16,1,1329
53078,2016-01-17,1,513
53131,2016-01-18,1,1854
53184,2016-01-19,1,1718
53237,2016-01-20,1,1885
53290,2016-01-21,1,1667
53343,2016-01-22,1,1763
53396,2016-01-23,1,1322
53449,2016-01-24,1,541
53502,2016-01-25,1,1726
53555,2016-01-26,1,1765
53608,2016-01-27,1,1884
53661,2016-01-28,1,1753
53714,2016-01-29,1,1761
53767,2016-01-30,1,1339
53820,2016-01-31,1,529
53873,2016-02-01,1,1787
53926,2016-02-02,1,1782
53979,2016-02-03,1,1878
54032,2016-02-04,1,1811
54085,2016-02-05,1,1934
54138,2016-02-06,1,1190
54191,2016-02-07,1,401
54244,2016-02-08,1,417
54297,2016-02-09,1,502
54350,2016-02-10,1,1859
54403,2016-02-11,1,1679
54456,2016-02-12,1,1934
54509,2016-02-13,1,1561
54562,2016-02-14,1,558
54615,2016-02-15,1,1810
54668,2016-02-16,1,1671
54721,2016-02-17,1,1888
54774,2016-02-18,1,1746
54827,2016-02-19,1,1856
54880,2016-02-20,1,1553
54933,2016-02-21,1,506
54986,2016-02-22,1,1758
55039,2016-02-23,1,1768
55092,2016-02-24,1,1833
55145,2016-02-25,1,1689
55198,2016-02-26,1,1774
55251,2016-02-27,1,1314
55304,2016-02-28,1,463
55357,2016-02-29,1,1731
55410,2016-03-01,1,1751
55463,2016-03-02,1,1914
55516,2016-03-03,1,1728
55569,2016-03-04,1,1781
55622,2016-03-05,1,1349
55675,2016-03-06,1,541
55728,2016-03-07,1,1762
55781,2016-03-08,1,1820
55834,2016-03-09,1,1768
55887,2016-03-10,1,1700
55940,2016-03-11,1,1833
55993,2016-03-12,1,1354
56046,2016-03-13,1,491
56099,2016-03-14,1,1761
56152,2016-03-15,1,1642
56205,2016-03-16,1,1851
56258,2016-03-17,1,1660
56311,2016-03-18,1,1861
56364,2016-03-19,1,1362
56417,2016-03-20,1,498
56470,2016-03-21,1,1767
56523,2016-03-22,1,1687
56575,2016-03-23,1,1799
56627,2016-03-24,1,1822
56680,2016-03-25,1,521
56733,2016-03-26,1,1041
56786,2016-03-27,1,475
56839,2016-03-28,1,1594
56892,2016-03-29,1,1743
56945,2016-03-30,1,1654
56998,2016-03-31,1,1714
57051,2016-04-01,1,1797
57104,2016-04-02,1,1295
57157,2016-04-03,1,598
57210,2016-04-04,1,1721
57263,2016-04-05,1,1753
57316,2016-04-06,1,1764
57369,2016-04-07,1,1708
57422,2016-04-08,1,1763
57475,2016-04-09,1,1277
57528,2016-04-10,1,534
57581,2016-04-11,1,1656
57634,2016-04-12,1,1768
57687,2016-04-13,1,1826
57740,2016-04-14,1,1662
57793,2016-04-15,1,1771
57846,2016-04-16,1,1333
57899,2016-04-17,1,575
57952,2016-04-18,1,2133
58005,2016-04-19,1,2079
58058,2016-04-20,1,2073
58111,2016-04-21,1,1852
58164,2016-04-22,1,1916
58217,2016-04-23,1,1357
58270,2016-04-24,1,513
58323,2016-04-25,1,1624
58376,2016-04-26,1,1727
58429,2016-04-27,1,1761
58482,2016-04-28,1,1718
58535,2016-04-29,1,1903
58588,2016-04-30,1,1314
58641,2016-05-01,1,550
58694,2016-05-02,1,1722
58747,2016-05-03,1,1726
58800,2016-05-04,1,1876
58853,2016-05-05,1,1810
58906,2016-05-06,1,2076
58959,2016-05-07,1,1486
59012,2016-05-08,1,586
59065,2016-05-09,1,1692
59118,2016-05-10,1,1596
59171,2016-05-11,1,1828
59224,2016-05-12,1,1682
59277,2016-05-13,1,1829
59330,2016-05-14,1,1289
59383,2016-05-15,1,543
59436,2016-05-16,1,1794
59489,2016-05-17,1,1688
59542,2016-05-18,1,1687
59595,2016-05-19,1,1697
59648,2016-05-20,1,1843
59701,2016-05-21,1,1320
59754,2016-05-22,1,516
59807,2016-05-23,1,1756
59860,2016-05-24,1,1709
59913,2016-05-25,1,1745
59966,2016-05-26,1,1669
60019,2016-05-27,1,612
60072,2016-05-28,1,1091
60125,2016-05-29,1,474
60178,2016-05-30,1,1724
60231,2016-05-31,1,1769
60284,2016-06-01,1,1898
60337,2016-06-02,1,1637
60390,2016-06-03,1,1804
60443,2016-06-04,1,1261
60496,2016-06-05,1,489
60549,2016-06-06,1,1759
60602,2016-06-07,1,1743
60655,2016-06-08,1,1811
60708,2016-06-09,1,1577
60761,2016-06-10,1,1817
60814,2016-06-11,1,1237
60867,2016-06-12,1,506
60920,2016-06-13,1,1755
60973,2016-06-14,1,1746
61026,2016-06-15,1,1837
61079,2016-06-16,1,1788
61132,2016-06-17,1,1831
61185,2016-06-18,1,1386
61238,2016-06-19,1,570
61291,2016-06-20,1,1787
61344,2016-06-21,1,1623
61397,2016-06-22,1,1846
61450,2016-06-23,1,1609
61503,2016-06-24,1,1705
61556,2016-06-25,1,1241
61609,2016-06-26,1,485
61662,2016-06-27,1,1775
61715,2016-06-28,1,1699
61768,2016-06-29,1,1765
61821,2016-06-30,1,1622
61874,2016-07-01,1,1876
61927,2016-07-02,1,1253
61980,2016-07-03,1,500
62033,2016-07-04,1,1790
62086,2016-07-05,1,1655
62139,2016-07-06,1,1826
62192,2016-07-07,1,1712
62245,2016-07-08,1,1780
62298,2016-07-09,1,1276
62351,2016-07-10,1,530
62404,2016-07-11,1,1712
62457,2016-07-12,1,1648
62510,2016-07-13,1,1792
62563,2016-07-14,1,1719
62616,2016-07-15,1,1673
62669,2016-07-16,1,1339
62722,2016-07-17,1,470
62775,2016-07-18,1,1766
62828,2016-07-19,1,1749
62881,2016-07-20,1,1816
62934,2016-07-21,1,1654
62987,2016-07-22,1,1798
63040,2016-07-23,1,1243
63093,2016-07-24,1,501
63146,2016-07-25,1,1697
63199,2016-07-26,1,1615
63252,2016-07-27,1,1787
63305,2016-07-28,1,1609
63358,2016-07-29,1,1734
63411,2016-07-30,1,1280
63464,2016-07-31,1,458
63517,2016-08-01,1,1750
63570,2016-08-02,1,1705
63623,2016-08-03,1,1843
63676,2016-08-04,1,1707
63729,2016-08-05,1,1814
63782,2016-08-06,1,1246
63835,2016-08-07,1,474
63888,2016-08-08,1,1749
63941,2016-08-09,1,1662
63994,2016-08-10,1,1843
64047,2016-08-11,1,1697
64100,2016-08-12,1,515
64153,2016-08-13,1,1001
64206,2016-08-14,1,423
64259,2016-08-15,1,1776
64311,2016-08-16,1,1648
64363,2016-08-17,1,1807
64415,2016-08-18,1,1580
64467,2016-08-19,1,1654
64519,2016-08-20,1,1191
64571,2016-08-21,1,484
64623,2016-08-22,1,1682
64674,2016-08-23,1,1736
64725,2016-08-24,1,1831
64776,2016-08-25,1,1600
64827,2016-08-26,1,1730
64878,2016-08-27,1,1137
64929,2016-08-28,1,504
64980,2016-08-29,1,1631
65031,2016-08-30,1,1660
65082,2016-08-31,1,1835
65133,2016-09-01,1,1783
65184,2016-09-02,1,1869
65235,2016-09-03,1,1292
65286,2016-09-04,1,492
65337,2016-09-05,1,1697
65388,2016-09-06,1,1767
65439,2016-09-07,1,1833
65490,2016-09-08,1,1672
65541,2016-09-09,1,1795
65592,2016-09-10,1,1274
65643,2016-09-11,1,481
65694,2016-09-12,1,1741
65745,2016-09-13,1,1670
65796,2016-09-14,1,1694
65847,2016-09-15,1,1658
65898,2016-09-16,1,1755
65949,2016-09-17,1,1325
66000,2016-09-18,1,541
66051,2016-09-19,1,1595
66102,2016-09-20,1,1729
66153,2016-09-21,1,1786
66204,2016-09-22,1,1652
66255,2016-09-23,1,1779
66306,2016-09-24,1,1277
66357,2016-09-25,1,502
66408,2016-09-26,1,1725
66459,2016-09-27,1,1566
66508,2016-09-28,1,1724
66559,2016-09-29,1,1548
66610,2016-09-30,1,1677
66661,2016-10-01,1,1341
66712,2016-10-02,1,528
66763,2016-10-03,1,1794
66814,2016-10-04,1,1713
66865,2016-10-05,1,1758
66916,2016-10-06,1,1719
66967,2016-10-07,1,1743
67018,2016-10-08,1,1294
67069,2016-10-09,1,539
67120,2016-10-10,1,1700
67171,2016-10-11,1,1654
67222,2016-10-12,1,1792
67273,2016-10-13,1,1667
67324,2016-10-14,1,1809
67375,2016-10-15,1,1263
67426,2016-10-16,1,583
67477,2016-10-17,1,1791
67528,2016-10-18,1,1655
67579,2016-10-19,1,1785
67630,2016-10-20,1,1707
67681,2016-10-21,1,1777
67732,2016-10-22,1,1323
67783,2016-10-23,1,562
67834,2016-10-24,1,1589
67885,2016-10-25,1,1763
67936,2016-10-26,1,1835
67987,2016-10-27,1,1701
68039,2016-10-28,1,1812
68091,2016-10-29,1,1347
68143,2016-10-30,1,549
68195,2016-10-31,1,1532
68247,2016-11-01,1,1805
68299,2016-11-02,1,505
68351,2016-11-03,1,445
68403,2016-11-04,1,923
68455,2016-11-05,1,915
68507,2016-11-06,1,478
68559,2016-11-07,1,1755
68611,2016-11-08,1,1810
68663,2016-11-09,1,1918
68715,2016-11-10,1,1712
68767,2016-11-11,1,1670
68819,2016-11-12,1,1448
68871,2016-11-13,1,574
68923,2016-11-14,1,1814
68974,2016-11-15,1,1811
69025,2016-11-16,1,1901
69076,2016-11-17,1,1732
69127,2016-11-18,1,1805
69179,2016-11-19,1,1341
69231,2016-11-20,1,534
69283,2016-11-21,1,1862
69335,2016-11-22,1,1825
69387,2016-11-23,1,1907
69439,2016-11-24,1,1728
69491,2016-11-25,1,1833
69543,2016-11-26,1,1260
69595,2016-11-27,1,545
69647,2016-11-28,1,1810
69699,2016-11-29,1,1672
69751,2016-11-30,1,1903
69803,2016-12-01,1,1868
69855,2016-12-02,1,1909
69907,2016-12-03,1,1215
69960,2016-12-04,1,568
70013,2016-12-05,1,1887
70066,2016-12-06,1,523
70119,2016-12-07,1,2004
70172,2016-12-08,1,1828
70225,2016-12-09,1,1881
70278,2016-12-10,1,1376
70331,2016-12-11,1,572
70384,2016-12-12,1,1847
70437,2016-12-13,1,1836
70490,2016-12-14,1,2076
70543,2016-12-15,1,2039
70596,2016-12-16,1,2103
70649,2016-12-17,1,1453
70702,2016-12-18,1,864
70755,2016-12-19,1,2144
70808,2016-12-20,1,2221
70861,2016-12-21,1,2555
70914,2016-12-22,1,2760
70967,2016-12-23,1,3023
71020,2016-12-24,1,1993
71073,2016-12-26,1,488
71126,2016-12-27,1,1845
71179,2016-12-28,1,1834
71232,2016-12-29,1,1733
71285,2016-12-30,1,2119
71338,2016-12-31,1,1526
71392,2017-01-02,1,516
71445,2017-01-03,1,1946
71498,2017-01-04,1,1905
71551,2017-01-05,1,1807
71604,2017-01-06,1,1856
71657,2017-01-07,1,1303
71710,2017-01-08,1,558
71763,2017-01-09,1,1798
71816,2017-01-10,1,1732
71869,2017-01-11,1,1868
71922,2017-01-12,1,1688
71975,2017-01-13,1,1831
72028,2017-01-14,1,1307
72081,2017-01-15,1,537
72134,2017-01-16,1,1848
72187,2017-01-17,1,1753
72240,2017-01-18,1,1871
72293,2017-01-19,1,1623
72346,2017-01-20,1,1546
72399,2017-01-21,1,1419
72452,2017-01-22,1,534
72505,2017-01-23,1,1836
72558,2017-01-24,1,1763
72611,2017-01-25,1,1867
72664,2017-01-26,1,1630
72717,2017-01-27,1,1871
72770,2017-01-28,1,1328
72823,2017-01-29,1,496
72876,2017-01-30,1,1686
72929,2017-01-31,1,1718
72982,2017-02-01,1,1900
73035,2017-02-02,1,1753
73088,2017-02-03,1,1869
73141,2017-02-04,1,1406
73194,2017-02-05,1,557
73247,2017-02-06,1,1773
73300,2017-02-07,1,1887
73353,2017-02-08,1,1912
73406,2017-02-09,1,1750
73459,2017-02-10,1,1858
73512,2017-02-11,1,1372
73565,2017-02-12,1,531
73618,2017-02-13,1,1933
73671,2017-02-14,1,2051
73724,2017-02-15,1,1780
73777,2017-02-16,1,1709
73830,2017-02-17,1,1719
73883,2017-02-18,1,1378
73936,2017-02-19,1,458
73989,2017-02-20,1,1645
74042,2017-02-21,1,1762
74095,2017-02-22,1,1769
74148,2017-02-23,1,1733
74201,2017-02-24,1,1918
74254,2017-02-25,1,1146
74307,2017-02-26,1,379
74360,2017-02-27,1,383
74413,2017-02-28,1,537
74466,2017-03-01,1,1873
74519,2017-03-02,1,1792
74572,2017-03-03,1,1886
74625,2017-03-04,1,1336
74678,2017-03-05,1,532
74731,2017-03-06,1,1728
74784,2017-03-07,1,1802
74837,2017-03-08,1,1914
74890,2017-03-09,1,1616
74943,2017-03-10,1,1771
74996,2017-03-11,1,1314
75049,2017-03-12,1,536
75102,2017-03-13,1,1744
75155,2017-03-14,1,1762
75208,2017-03-15,1,1879
75261,2017-03-16,1,1678
75314,2017-03-17,1,1965
75367,2017-03-18,1,1306
75420,2017-03-19,1,581
75473,2017-03-20,1,1791
75526,2017-03-21,1,1719
75579,2017-03-22,1,1739
75632,2017-03-23,1,1799
75685,2017-03-24,1,1858
75738,2017-03-25,1,1320
75791,2017-03-26,1,512
75844,2017-03-27,1,1765
75897,2017-03-28,1,1755
75950,2017-03-29,1,1852
76003,2017-03-30,1,1698
76056,2017-03-31,1,1707
76109,2017-04-01,1,1477
76162,2017-04-02,1,557
76215,2017-04-03,1,1759
76268,2017-04-04,1,1747
76321,2017-04-05,1,1930
76374,2017-04-06,1,1779
76427,2017-04-07,1,1846
76480,2017-04-08,1,1311
76533,2017-04-09,1,530
76586,2017-04-10,1,1596
76639,2017-04-11,1,1753
76692,2017-04-12,1,1867
76745,2017-04-13,1,1905
76798,2017-04-14,1,494
76851,2017-04-15,1,1116
76904,2017-04-16,1,483
76957,2017-04-17,1,1750
77010,2017-04-18,1,1652
77063,2017-04-19,1,1802
77116,2017-04-20,1,1579
77170,2017-04-21,1,1958
77224,2017-04-22,1,1338
77278,2017-04-23,1,518
77332,2017-04-24,1,1632
77386,2017-04-25,1,1732
77440,2017-04-26,1,1862
77494,2017-04-27,1,1744
77548,2017-04-28,1,1903
77602,2017-04-29,1,1278
77656,2017-04-30,1,498
77710,2017-05-01,1,481
77764,2017-05-02,1,1757
77818,2017-05-03,1,1803
77872,2017-05-04,1,1729
77926,2017-05-05,1,1752
77980,2017-05-06,1,1351
78034,2017-05-07,1,523
78088,2017-05-08,1,1740
78142,2017-05-09,1,1784
78196,2017-05-10,1,1831
78250,2017-05-11,1,1608
78304,2017-05-12,1,1982
78358,2017-05-13,1,1487
78412,2017-05-14,1,554
78466,2017-05-15,1,1601
78520,2017-05-16,1,1738
78574,2017-05-17,1,1795
78628,2017-05-18,1,1662
78682,2017-05-19,1,1897
78736,2017-05-20,1,1284
78790,2017-05-21,1,495
78844,2017-05-22,1,1758
78898,2017-05-23,1,1701
78952,2017-05-24,1,1844
79006,2017-05-25,1,1663
79060,2017-05-26,1,580
79114,2017-05-27,1,1116
79168,2017-05-28,1,512
79222,2017-05-29,1,1750
79276,2017-05-30,1,1770
79330,2017-05-31,1,1878
79384,2017-06-01,1,1815
79438,2017-06-02,1,1925
79492,2017-06-03,1,1420
79546,2017-06-04,1,525
79600,2017-06-05,1,1883
79654,2017-06-06,1,1816
79708,2017-06-07,1,1889
79762,2017-06-08,1,1694
79816,2017-06-09,1,1886
79870,2017-06-10,1,1362
79924,2017-06-11,1,585
79978,2017-06-12,1,1711
80032,2017-06-13,1,1766
80086,2017-06-14,1,1832
80140,2017-06-15,1,1776
80194,2017-06-16,1,1946
80248,2017-06-17,1,1388
80302,2017-06-18,1,577
80356,2017-06-19,1,1747
80410,2017-06-20,1,1778
80464,2017-06-21,1,1841
80518,2017-06-22,1,1739
80572,2017-06-23,1,1843
80626,2017-06-24,1,1299
80680,2017-06-25,1,517
80734,2017-06-26,1,1752
80788,2017-06-27,1,1764
80842,2017-06-28,1,1906
80896,2017-06-29,1,1645
80950,2017-06-30,1,1852
81004,2017-07-01,1,1362
81058,2017-07-02,1,542
81112,2017-07-03,1,1890
81166,2017-07-04,1,1803
81220,2017-07-05,1,1913
81274,2017-07-06,1,1698
81328,2017-07-07,1,1843
81382,2017-07-08,1,1366
81436,2017-07-09,1,579
81490,2017-07-10,1,1814
81544,2017-07-11,1,1760
81598,2017-07-12,1,1970
81652,2017-07-13,1,1679
81706,2017-07-14,1,1867
81760,2017-07-15,1,1338
81814,2017-07-16,1,518
81868,2017-07-17,1,1739
81922,2017-07-18,1,1733
81976,2017-07-19,1,1797
82030,2017-07-20,1,1774
82084,2017-07-21,1,1878
82138,2017-07-22,1,1333
82192,2017-07-23,1,547
82246,2017-07-24,1,1807
82300,2017-07-25,1,1785
82354,2017-07-26,1,1903
82408,2017-07-27,1,1729
82462,2017-07-28,1,1848
82516,2017-07-29,1,1251
82570,2017-07-30,1,519
82624,2017-07-31,1,1872
82678,2017-08-01,1,1795
82732,2017-08-02,1,1892
82786,2017-08-03,1,1726
82840,2017-08-04,1,1847
82894,2017-08-05,1,1251
82948,2017-08-06,1,507
83002,2017-08-07,1,1665
83056,2017-08-08,1,1766
83110,2017-08-09,1,1766
83164,2017-08-10,1,1764
83218,2017-08-11,1,570
83272,2017-08-12,1,1004
83326,2017-08-13,1,416
83380,2017-08-14,1,1733
83434,2017-08-15,1,1693
